   Time(min)       E_A(MeV)       C_A(uA)        AirMon_A       E_C(MeV)       C_C(uA)        AirMon_C     C_BSY(uA)      AirMon_BSY      AirMon_B        C_D(nA)        AirMon_D      AirMon_L       AirMon_SL
  1.5090000e+04  2.1835100e+03  9.3341330e-01  1.4638017e-07  1.0431500e+04  2.0654412e+01  4.7797005e-07  0.0000000e+00  2.0098672e-07  9.9999999e-09  3.0032231e+02  3.9538929e-07  1.4213592e-08  1.0007000e-08
  1.5150000e+04  2.1835100e+03  1.1842744e+00  2.1423294e-07  1.0431500e+04  2.0107596e+01  4.2600275e-07  0.0000000e+00  1.8506576e-07  9.9999999e-09  2.9463463e+02  4.6017298e-07  1.7913810e-08  1.0007000e-08
  1.5210000e+04  2.1835100e+03  8.7029393e-01  1.3692390e-07  1.0431500e+04  1.6055204e+01  4.9109958e-07  1.6666666e-05  2.2854509e-07  9.9999999e-09  2.6929948e+02  4.6631629e-07  1.8717231e-08  1.0007000e-08
  1.5270000e+04  2.1835100e+03  3.6489593e-01  1.2012806e-07  1.0431500e+04  1.6150287e+01  4.0559882e-07  8.3333328e-06  4.1468815e-07  9.9999999e-09  2.4600288e+02  3.9980603e-07  1.5855885e-08  1.0007000e-08
  1.5330000e+04  2.1835100e+03  1.6859222e-01  1.3610884e-07  1.0431500e+04  9.6411464e+00  4.1826419e-07  8.3363729e-06  1.7498503e-07  9.9999999e-09  1.3935934e+02  3.2716928e-07  2.9465613e-08  1.0007000e-08
  1.5390000e+04  2.1835100e+03  6.9367968e-01  1.9322933e-07  1.0431500e+04  1.5783279e+01  4.1867769e-07  1.6666666e-05  3.6568086e-07  9.9999999e-09  2.3788382e+02  4.1264377e-07  1.4021759e-08  1.0007000e-08
  1.5450000e+04  2.1835100e+03  6.5153738e-01  1.9135481e-07  1.0431500e+04  1.2373206e+01  3.4585155e-07  8.3333328e-06  3.6063778e-07  9.9999999e-09  2.2164004e+02  3.9481457e-07  2.1008118e-08  1.0007000e-08
  1.5510000e+04  2.1835100e+03  5.2152808e-01  1.4710397e-07  1.0431500e+04  4.5771738e+00  4.0390425e-07  1.6666666e-05  3.5425434e-07  9.9999999e-09  1.1238447e+02  3.1301912e-07  2.2273643e-08  1.0007000e-08
  1.5570000e+04  2.1835100e+03  2.4999998e-05  2.1647178e-07  1.0431500e+04  5.0299461e-01  3.8803469e-07  1.6666666e-05  6.6075258e-07  9.9999999e-09  2.8333535e-01  1.8110775e-07  1.4927570e-08  1.0007000e-08
  1.5630000e+04  2.1835100e+03  0.0000000e+00  2.3151821e-07  1.0431500e+04  0.0000000e+00  4.6369372e-07  2.4999998e-05  1.7800406e-07  9.9999999e-09  2.8166849e-01  2.0426346e-07  3.9546013e-08  1.0007000e-08
  1.5690000e+04  2.1835100e+03  2.4999998e-05  1.8840913e-07  1.0431500e+04  8.3333328e-06  4.5185692e-07  8.3333328e-06  1.8028430e-07  9.9999999e-09  3.0916914e-01  1.7028498e-07  1.6224198e-08  1.0007000e-08
  1.5750000e+04  2.1835100e+03  8.3333328e-06  2.0439696e-07  1.0431500e+04  8.3333328e-06  4.0409222e-07  2.4999998e-05  1.9918060e-07  9.9999999e-09  3.0583533e-01  1.6458521e-07  2.7714949e-08  1.0007000e-08
  1.5810000e+04  2.1835100e+03  1.6666666e-05  1.9344979e-07  1.0431500e+04  1.6666666e-05  4.2766906e-07  8.3333328e-06  9.4394787e-08  9.9999999e-09  3.1625239e-01  1.6845197e-07  2.3092761e-08  1.0007000e-08
  1.5870000e+04  2.1835100e+03  4.1666664e-05  2.0738880e-07  1.0431500e+04  0.0000000e+00  3.7717892e-07  1.6666666e-05  1.8211593e-07  9.9999999e-09  3.0542490e-01  2.1103142e-07  1.6705416e-08  1.0007000e-08
  1.5930000e+04  2.1835100e+03  2.4999998e-05  1.9170323e-07  1.0431500e+04  8.3333328e-06  3.5156301e-07  1.6666666e-05  2.7157816e-07  9.9999999e-09  2.8917124e-01  1.3227742e-07  2.2393994e-08  1.0007000e-08
  1.5990000e+04  2.1835100e+03  8.3333328e-06  1.7566482e-07  1.0431500e+04  8.3333328e-06  3.3600163e-07  1.6666666e-05  2.4123642e-07  9.9999999e-09  2.9874724e-01  1.2595060e-07  1.7799993e-08  1.0007000e-08
  1.6050000e+04  2.1835100e+03  8.3333328e-06  2.2072175e-07  1.0431500e+04  1.6666666e-05  3.2598079e-07  8.3333328e-06  2.1960692e-07  9.9999999e-09  3.0125166e-01  1.8704548e-07  1.7989629e-08  1.0007000e-08
  1.6110000e+04  2.1835100e+03  0.0000000e+00  1.4545459e-07  1.0431500e+04  4.4937332e-01  3.5860340e-07  8.3333328e-06  1.0273822e-06  9.9999999e-09  2.9583499e-01  1.7458653e-07  1.7882347e-08  1.0007000e-08
  1.6170000e+04  2.1835100e+03  7.8303829e-01  1.7263528e-07  1.0431500e+04  1.5650140e+00  3.3836865e-07  1.6666666e-05  2.6569242e-07  9.9999999e-09  1.8090855e+02  2.0120953e-07  1.2842300e-08  1.0007000e-08
  1.6230000e+04  2.1835100e+03  8.3360957e-06  2.0493103e-07  1.0431500e+04  2.0635180e-01  3.9082982e-07  0.0000000e+00  3.1895056e-07  9.9999999e-09  1.8687605e+01  1.8095837e-07  1.2842300e-08  1.0007000e-08
  1.6290000e+04  2.1835100e+03  4.4981321e-01  2.0821817e-07  1.0431500e+04  1.7144101e+00  3.6599824e-07  2.4999998e-05  4.2371243e-07  9.9999999e-09  2.3273125e+02  2.4808550e-07  1.2842300e-08  1.0007000e-08
  1.6350000e+04  2.1835100e+03  6.8637790e-01  1.8562442e-07  1.0431500e+04  8.5316780e+00  4.1398474e-07  0.0000000e+00  2.8818254e-07  9.9999999e-09  2.1863622e+02  3.6307746e-07  2.0792744e-08  1.0007000e-08
  1.6410000e+04  2.1835100e+03  1.0945840e+00  1.6972167e-07  1.0431500e+04  8.7900631e+00  3.8076876e-07  0.0000000e+00  1.9218586e-07  9.9999999e-09  1.9027330e+02  2.7111549e-07  2.1359700e-08  1.0007000e-08
  1.6470000e+04  2.1835100e+03  1.0121548e-01  1.5629844e-07  1.0431500e+04  9.3215666e+00  3.7640134e-07  0.0000000e+00  1.7065903e-07  9.9999999e-09  1.8947660e+02  3.1392833e-07  1.7211336e-08  1.0007000e-08
  1.6530000e+04  2.1835100e+03  1.2118039e+00  1.7333304e-07  1.0431500e+04  1.4137054e+01  3.6585537e-07  0.0000000e+00  2.3035668e-07  9.9999999e-09  2.3994817e+02  3.4420098e-07  1.4609800e-08  1.0007000e-08
  1.6590000e+04  2.1835100e+03  1.3551863e+00  1.4590325e-07  1.0431500e+04  1.2290708e+01  3.8108120e-07  8.3333328e-06  1.8338752e-07  9.9999999e-09  2.2277204e+02  4.1542679e-07  1.3065022e-08  1.0007000e-08
  1.6650000e+04  2.1835100e+03  7.1392004e-01  2.1268100e-07  1.0431500e+04  1.2990956e+01  3.7905788e-07  8.3333328e-06  1.5835490e-07  9.9999999e-09  2.4484931e+02  3.8697964e-07  2.3690078e-08  1.0007000e-08
  1.6710000e+04  2.1835100e+03  8.9174934e-01  2.1051236e-07  1.0431500e+04  2.0052407e+01  3.6972314e-07  8.3333328e-06  2.3340329e-07  9.9999999e-09  3.0779109e+02  4.4083241e-07  4.1200583e-06  1.0007000e-08
  1.6770000e+04  2.1835100e+03  6.0037754e-01  1.7322868e-07  1.0431500e+04  4.7109738e+00  4.2316602e-07  8.3333328e-06  2.9371155e-07  9.9999999e-09  2.0309671e+02  3.8525555e-07  1.4624351e-08  1.0007000e-08
  1.6830000e+04  2.1835100e+03  2.1119301e-01  2.1510330e-07  1.0431500e+04  2.2857317e+01  4.0714124e-07  1.6666666e-05  2.3716377e-07  9.9999999e-09  3.0011043e+02  4.2280522e-07  2.5748775e-08  1.0007000e-08
  1.6890000e+04  2.1835100e+03  7.9419904e+00  1.7024113e-07  1.0431500e+04  1.5972660e+01  4.3943105e-07  1.6666666e-05  1.8576537e-07  9.9999999e-09  2.2236653e+02  3.7290029e-07  1.7793706e-08  1.0007000e-08
  1.6950000e+04  2.1835100e+03  4.1654127e+00  1.9390491e-07  1.0431500e+04  1.5705683e+00  3.1567703e-07  0.0000000e+00  4.2247367e-07  9.9999999e-09  2.3789003e+01  2.0093082e-07  1.6554864e-08  1.0007000e-08
  1.7010000e+04  2.1835100e+03  2.9965591e+01  1.9161146e-07  1.0431500e+04  9.1070956e+00  3.3936539e-07  0.0000000e+00  2.3461384e-07  9.9999999e-09  3.1666821e-01  1.4798911e-07  1.4870267e-08  2.9554788e-08
  1.7070000e+04  2.1835100e+03  2.4795225e+00  2.0003141e-07  1.0431500e+04  1.2330070e+01  3.7949862e-07  1.6666666e-05  1.8976986e-07  9.9999999e-09  2.9666733e-01  1.5952431e-07  2.6834800e-08  1.2093009e-08
  1.7130000e+04  2.1835100e+03  3.5972010e-01  2.1354659e-07  1.0431500e+04  5.4947843e+00  4.6698723e-07  8.3333328e-06  1.7957740e-07  9.9999999e-09  2.8106231e-01  1.0947319e-07  1.7230448e-08  1.2132243e-08
  1.7190000e+04  2.1835100e+03  6.8292130e-02  1.7304787e-07  1.0431500e+04  3.0686449e+00  3.6748643e-07  8.3333328e-06  2.0287448e-07  9.9999999e-09  3.1124170e-01  1.1772691e-07  2.7175781e-08  1.2135560e-08
  1.7250000e+04  2.1835100e+03  3.3333331e-05  1.4309240e-07  1.0431500e+04  1.6597842e+01  3.9930680e-07  8.3333328e-06  2.5624559e-07  9.9999999e-09  3.2811968e-01  1.9264439e-07  1.8351701e-08  1.2125518e-08
  1.7310000e+04  2.1835100e+03  9.9177317e-01  1.8284370e-07  1.0431500e+04  9.4712546e+00  4.4346063e-07  0.0000000e+00  2.2249609e-07  9.9999999e-09  3.0541826e-01  1.8829709e-07  1.8015379e-08  1.2065992e-08
  1.7370000e+04  2.1835100e+03  0.0000000e+00  1.8996524e-07  1.0431500e+04  1.6666666e-05  4.0320420e-07  0.0000000e+00  2.7341530e-07  9.9999999e-09  2.8250267e-01  1.6577682e-07  2.7849363e-08  1.2127403e-08
  1.7430000e+04  2.1835100e+03  8.0567326e-02  1.4157488e-07  1.0431500e+04  2.3063080e+00  3.7693164e-07  8.3333328e-06  7.1974548e-07  9.9999999e-09  4.5201579e+01  1.5507897e-07  1.6590671e-08  1.2162986e-08
  1.7490000e+04  2.1835100e+03  2.8150354e+00  1.7839883e-07  1.0431500e+04  1.4693081e+01  4.1071610e-07  3.3333331e-05  2.1377015e-07  9.9999999e-09  2.4749172e+02  3.3776861e-07  2.1800471e-08  1.2124336e-08
  1.7550000e+04  2.1835100e+03  7.3531207e+00  1.9561061e-07  1.0431500e+04  1.7902146e+01  3.6486991e-07  2.4999998e-05  1.3327777e-07  9.9999999e-09  2.6417754e+02  3.7224270e-07  2.0738501e-08  1.2177554e-08
  1.7610000e+04  2.1835100e+03  5.6502128e+01  2.2761848e-07  1.0431500e+04  2.1997088e+01  3.7997533e-07  1.6666666e-05  1.9756374e-07  9.9999999e-09  3.0611167e+02  4.2989659e-07  2.0738501e-08  1.2163291e-08
  1.7670000e+04  2.1835100e+03  2.5748870e+01  2.5008230e-07  1.0431500e+04  1.8353065e+01  4.6913655e-07  8.3333328e-06  2.1063632e-07  9.9999999e-09  2.7905929e+02  4.7361523e-07  1.7686203e-08  1.2155609e-08
  1.7730000e+04  2.1835100e+03  7.6267491e+01  3.2315283e-07  1.0431500e+04  1.5148949e+01  4.4844542e-07  0.0000000e+00  2.1219062e-07  9.9999999e-09  2.4159311e+02  3.7447845e-07  2.3687742e-08  1.2180350e-08
  1.7790000e+04  2.1835100e+03  9.5352658e+01  3.2886741e-07  1.0431500e+04  1.6391642e+01  3.9488261e-07  2.4999998e-05  2.6705129e-07  9.9999999e-09  2.8228744e+02  2.9860023e-07  1.9742814e-08  1.2162608e-08
  1.7850000e+04  2.1835100e+03  9.5706762e+01  3.7462985e-07  1.0431500e+04  1.9714975e+01  4.3007756e-07  0.0000000e+00  2.3302273e-07  9.9999999e-09  2.6730454e+02  3.8555886e-07  1.4606488e-08  1.2200362e-08
  1.7910000e+04  2.1835100e+03  9.4541723e+01  3.6358152e-07  1.0431500e+04  2.0001741e+01  3.9706968e-07  8.3333328e-06  2.3914092e-07  9.9999999e-09  2.8001059e+02  4.0505548e-07  2.0636709e-08  1.2130870e-08
  1.7970000e+04  2.1835100e+03  8.9092793e+01  4.1944271e-07  1.0431500e+04  4.1826191e+00  4.5850961e-07  8.3333328e-06  2.7797549e-07  9.9999999e-09  2.1127831e+02  3.8297473e-07  2.3884875e-08  1.2108858e-08
  1.8030000e+04  2.1835100e+03  5.1758950e+01  3.3221345e-07  1.0431500e+04  2.4999998e-05  3.5211565e-07  1.6666666e-05  2.3171712e-07  9.9999999e-09  2.3195038e+02  3.9303467e-07  1.5794704e-08  1.2119859e-08
  1.8090000e+04  2.1835100e+03  5.2612996e+01  3.0330890e-07  1.0431500e+04  6.5281438e+00  3.5642971e-07  0.0000000e+00  2.2186340e-07  9.9999999e-09  1.3194087e+02  3.1559487e-07  1.8254396e-08  1.2161634e-08
  1.8150000e+04  2.1835100e+03  7.3946043e+01  3.5813779e-07  1.0431500e+04  1.4026090e+01  4.3975765e-07  8.3333328e-06  3.0097783e-07  9.9999999e-09  2.3606438e+02  3.2119310e-07  2.4835529e-08  1.2104139e-08
  1.8210000e+04  2.1835100e+03  1.6666666e-05  1.8393313e-07  1.0431500e+04  1.6666666e-05  4.0502836e-07  8.3333328e-06  2.6453694e-07  9.9999999e-09  2.9666853e-01  2.7309201e-07  1.9959774e-08  1.2177272e-08
  1.8270000e+04  2.1835100e+03  8.3333328e-06  1.7389926e-07  1.0431500e+04  0.0000000e+00  3.6367117e-07  0.0000000e+00  2.3377512e-07  9.9999999e-09  3.0041896e-01  1.9506949e-07  9.2172014e-06  1.2141309e-08
  1.8330000e+04  2.1835100e+03  8.3333328e-06  2.1712430e-07  1.0431500e+04  2.4999998e-05  3.8869713e-07  2.4999998e-05  2.1295442e-07  9.9999999e-09  2.8833518e-01  1.7141726e-07  1.2920152e-08  1.2169596e-08
  1.8390000e+04  2.1835100e+03  1.6666666e-05  1.5594633e-05  1.0431500e+04  1.6666666e-05  3.1845469e-07  0.0000000e+00  2.8089328e-07  9.9999999e-09  2.8583489e-01  1.3462572e-07  1.6421589e-08  1.2095445e-08
  1.8450000e+04  2.1835100e+03  2.4999998e-05  1.4906094e-07  1.0431500e+04  2.4999998e-05  3.7735231e-07  8.3333328e-06  2.3472657e-07  9.9999999e-09  3.0583577e-01  1.7954534e-07  1.6476074e-08  1.2109475e-08
  1.8510000e+04  2.1835100e+03  1.6666666e-05  1.0265444e-05  1.0431500e+04  2.4999998e-05  3.2318392e-07  2.4999998e-05  1.5905288e-07  9.9999999e-09  2.9541826e-01  1.4586159e-07  2.8917378e-08  1.1023752e-07
  1.8570000e+04  2.1835100e+03  2.5003494e-05  1.7149717e-07  1.0431500e+04  2.4999998e-05  3.9068788e-07  0.0000000e+00  2.0062479e-07  9.9999999e-09  2.9458495e-01  1.0369121e-07  3.4589202e-08  2.1880065e-07
  1.8630000e+04  2.1835100e+03  4.1666664e-05  1.8355499e-07  1.0431500e+04  3.3333331e-05  3.5798806e-07  3.3333331e-05  1.6351850e-07  9.9999999e-09  3.1208504e-01  1.4632216e-07  1.7789906e-05  2.3211816e-07
  1.8690000e+04  2.1835100e+03  8.3333328e-06  1.8279809e-07  1.0431500e+04  0.0000000e+00  3.7825813e-07  2.4999998e-05  2.1336638e-07  9.9999999e-09  3.0791936e-01  1.5517404e-07  7.7259520e-08  2.8387602e-07
  1.8750000e+04  2.1835100e+03  0.0000000e+00  2.0973525e-07  1.0431500e+04  1.6666666e-05  3.4924499e-07  8.3333328e-06  2.5623831e-07  9.9999999e-09  3.0625227e-01  1.6019429e-07  4.1495048e-08  1.5683891e-07
  1.8810000e+04  2.1835100e+03  0.0000000e+00  1.9643284e-07  1.0431500e+04  7.3442323e-02  3.4562399e-07  8.3333328e-06  6.1515160e-07  9.9999999e-09  3.2750198e-01  1.7682025e-07  3.8064648e-08  1.6302113e-07
  1.8870000e+04  2.1835100e+03  8.3333328e-06  1.7544683e-07  1.0431500e+04  2.1316313e+00  4.4569357e-07  0.0000000e+00  1.1073301e-06  9.9999999e-09  2.0790521e+02  1.3577278e-07  2.0646576e-08  1.8866473e-07
  1.8930000e+04  2.1835100e+03  1.4924015e+00  1.7102249e-07  1.0431500e+04  2.8383029e+00  3.6554994e-07  0.0000000e+00  2.2610102e-07  9.9999999e-09  5.4043772e+01  1.6429969e-07  5.1470791e-08  2.4837887e-07
  1.8990000e+04  2.1835100e+03  1.2196843e+00  2.2209495e-07  1.0431500e+04  9.2808101e-01  3.4736982e-07  0.0000000e+00  1.9371544e-07  9.9999999e-09  2.9541926e-01  1.6881631e-07  4.3072926e-08  1.9923174e-07
  1.9050000e+04  2.1835100e+03  8.3333328e-06  1.4411341e-07  1.0431500e+04  0.0000000e+00  3.3539235e-07  0.0000000e+00  2.1320224e-07  9.9999999e-09  3.0333532e-01  1.4481331e-07  6.5805149e-06  2.2169824e-07
  1.9110000e+04  2.1835100e+03  0.0000000e+00  2.3318876e-07  1.0431500e+04  1.6666666e-05  3.7142838e-07  1.6666666e-05  2.4371645e-07  9.9999999e-09  2.7500203e-01  1.2426337e-07  4.3233529e-08  2.4169205e-07
  1.9170000e+04  2.1835100e+03  1.6666666e-05  9.3183047e-08  1.0431500e+04  0.0000000e+00  3.6228532e-07  0.0000000e+00  2.1495419e-07  9.9999999e-09  3.0541839e-01  1.4455001e-07  3.6526455e-08  1.9546290e-07
  1.9230000e+04  2.1835100e+03  8.3333328e-06  2.0786360e-07  1.0431500e+04  3.4456949e-01  3.5454109e-07  8.3333328e-06  3.4497516e-07  9.9999999e-09  3.2000233e-01  1.4595398e-07  4.2304818e-08  2.0943872e-07
  1.9290000e+04  2.1835100e+03  3.3907877e-01  1.5353348e-07  1.0431500e+04  4.2344604e+00  3.0752539e-07  8.3333328e-06  2.8326785e-07  9.9999999e-09  1.8922175e+02  1.6668008e-07  1.8671467e-08  2.1960059e-07
  1.9350000e+04  2.1835100e+03  3.5453125e+01  1.7299440e-07  1.0431500e+04  1.7091246e+01  3.3913901e-07  2.4999998e-05  2.3402180e-07  9.9999999e-09  1.4275436e+02  2.2865367e-07  4.6887929e-08  1.9833695e-07
  1.9410000e+04  2.1835100e+03  4.3497736e+01  2.5047631e-07  1.0431500e+04  6.9798472e+00  4.1797160e-07  8.3333328e-06  4.9171430e-07  9.9999999e-09  7.3021921e+01  2.0669509e-07  3.2701392e-08  2.6845676e-07
  1.9470000e+04  2.1835100e+03  6.3520659e+01  2.1354273e-07  1.0431500e+04  6.6571689e+00  3.2645166e-07  2.4999998e-05  8.2418410e-07  9.9999999e-09  1.1354654e+02  1.7928258e-07  1.6672659e-08  2.4082338e-07
  1.9530000e+04  2.1835100e+03  2.2363489e+01  1.8891778e-07  1.0431500e+04  1.4309203e+01  4.1627457e-07  8.3333328e-06  2.3099464e-07  9.9999999e-09  2.7212931e+02  3.5187855e-07  2.9949315e-08  1.9208037e-07
  1.9590000e+04  2.1835100e+03  1.2053697e+02  2.6475370e-07  1.0431500e+04  2.0862956e+01  4.7548516e-07  8.3333328e-06  2.1013551e-07  9.9999999e-09  2.8880925e+02  4.0168721e-07  1.7800420e-05  3.0799704e-07
  1.9650000e+04  2.1835100e+03  6.0658882e+01  3.2931737e-07  1.0431500e+04  6.8656903e+00  4.1914536e-07  1.6666666e-05  2.4388920e-07  9.9999999e-09  2.4853637e+02  3.6917569e-07  6.0212686e-08  2.3649502e-07
  1.9710000e+04  2.1835100e+03  1.8128038e+00  1.7303977e-07  1.0431500e+04  5.7380952e-01  5.1913394e-07  1.6670416e-05  2.6232031e-07  9.9999999e-09  2.5820080e+02  3.9666703e-07  3.5286224e-08  2.6890157e-07
  1.9770000e+04  2.1835100e+03  1.1596999e+00  1.7941005e-07  1.0431500e+04  1.5559824e-01  4.2667047e-07  8.3333328e-06  2.3083915e-07  9.9999999e-09  1.2688002e+02  3.8012877e-07  1.4828928e-08  2.3939226e-07
  1.9830000e+04  2.1835100e+03  0.0000000e+00  1.6908015e-07  1.0431500e+04  1.6666666e-05  3.9079636e-07  8.3333328e-06  9.2692046e-07  9.9999999e-09  2.9416896e-01  1.8061131e-07  1.4573900e-08  2.8054824e-07
  1.9890000e+04  2.1835100e+03  1.6839342e+00  1.8191525e-07  1.0431500e+04  2.8163047e-01  4.3311808e-07  0.0000000e+00  6.7369587e-07  9.9999999e-09  1.4625206e+02  2.0604809e-07  1.4573900e-08  2.8981970e-07
  1.9950000e+04  2.1835100e+03  1.4977285e+00  2.2959393e-07  1.0431500e+04  6.1945061e-01  3.9750997e-07  8.3333328e-06  1.8590122e-07  9.9999999e-09  1.5883516e+02  2.9313949e-07  1.4573900e-08  3.3500946e-07
  2.0010000e+04  2.1835100e+03  1.4249182e+00  1.6029618e-07  1.0431500e+04  2.3829329e-01  4.0030382e-07  8.3333328e-06  1.9536517e-07  9.9999999e-09  1.2249534e+02  1.9827929e-07  1.4573900e-08  2.1386740e-07
  2.0070000e+04  2.1835100e+03  1.4641442e+00  1.8769164e-07  1.0431500e+04  2.6569340e-01  3.9368701e-07  0.0000000e+00  1.7616684e-07  9.9999999e-09  1.5984865e+02  3.3545432e-07  1.4573900e-08  2.5493500e-07
  2.0130000e+04  2.1835100e+03  1.2060944e-01  1.8689844e-07  1.0431500e+04  9.7251176e-03  3.9646712e-07  1.6666666e-05  1.3803844e-07  9.9999999e-09  4.8266962e+00  2.0247444e-07  1.4573900e-08  1.4055422e-07
  2.0190000e+04  2.1835100e+03  8.3333328e-06  2.4371406e-07  1.0431500e+04  1.6666666e-05  3.2319524e-07  1.6666666e-05  1.9335928e-07  9.9999999e-09  2.9666957e-01  1.6762700e-07  1.4573900e-08  4.6760398e-08
  2.0250000e+04  2.1835100e+03  1.6666666e-05  1.3485713e-07  1.0431500e+04  8.7511178e-01  4.0515645e-07  1.6666666e-05  2.3970408e-07  9.9999999e-09  3.0385446e-01  1.7412612e-07  1.4573900e-08  5.4498410e-08
  2.0310000e+04  2.1835100e+03  2.4999998e-05  2.2328277e-07  1.0431500e+04  1.2125714e+00  4.2661364e-07  0.0000000e+00  2.3245080e-07  9.9999999e-09  9.7553796e+00  1.5257422e-07  1.4573900e-08  7.0223695e-08
  2.0370000e+04  2.1835100e+03  1.6666666e-05  2.1813073e-07  1.0431500e+04  6.1500186e-01  3.6274836e-07  3.3333331e-05  2.8259614e-07  9.9999999e-09  3.3539138e+01  1.9215110e-07  1.4573900e-08  7.3381938e-08
  2.0430000e+04  2.1835100e+03  5.0906720e+00  1.4074166e-07  1.0431500e+04  1.1415153e+00  3.7986278e-07  8.3333328e-06  2.1425109e-07  9.9999999e-09  1.3460402e+02  2.1942319e-07  1.4573900e-08  3.6130999e-08
  2.0490000e+04  2.1835100e+03  1.4529288e+01  2.0911743e-07  1.0431500e+04  4.0344141e+00  3.0960131e-07  0.0000000e+00  2.2600052e-07  9.9999999e-09  1.7534437e+02  2.7901186e-07  1.4573900e-08  5.6851826e-08
  2.0550000e+04  2.1835100e+03  1.1837317e+01  2.6394435e-07  1.0431500e+04  8.5368880e+00  3.4788441e-07  1.6666666e-05  1.6955930e-07  9.9999999e-09  1.7350031e+02  3.3344822e-07  1.4573900e-08  5.5286767e-08
  2.0610000e+04  2.1835100e+03  6.7183620e+01  2.5757124e-07  1.0431500e+04  1.4335367e+01  4.1386610e-07  0.0000000e+00  3.4095608e-07  9.9999999e-09  1.3727353e+02  2.9129051e-07  1.4349654e-08  8.0344951e-08
  2.0670000e+04  2.1835100e+03  8.4166419e+01  1.8982136e-07  1.0431500e+04  2.0129362e+01  4.6973152e-07  2.4999998e-05  2.3802813e-07  9.9999999e-09  6.0452377e+01  2.1223051e-07  1.3585000e-08  1.3582126e-07
  2.0730000e+04  2.1835100e+03  9.6505524e+01  3.3029436e-07  1.0431500e+04  1.5797204e+01  4.4887496e-07  0.0000000e+00  1.7918118e-07  9.9999999e-09  6.2776976e+01  1.7021054e-07  1.3585000e-08  1.4219975e-07
  2.0790000e+04  2.1835100e+03  7.8217598e+01  3.6693778e-07  1.0431500e+04  1.6040749e+01  3.7955588e-07  1.6666666e-05  2.3182169e-07  9.9999999e-09  2.4082262e+02  2.6047852e-07  1.3585000e-08  4.0771451e-08
  2.0850000e+04  2.1835100e+03  1.0134621e+02  3.4356051e-07  1.0431500e+04  2.1829085e+01  4.7548718e-07  0.0000000e+00  2.3087661e-07  9.9999999e-09  3.0839760e+02  3.5911316e-07  1.3585000e-08  7.6311474e-08
  2.0910000e+04  2.1835100e+03  8.5672074e+01  3.0220774e-07  1.0431500e+04  1.8287303e+01  4.6874812e-07  0.0000000e+00  2.3695876e-07  9.9999999e-09  2.6446578e+02  4.3755140e-07  1.3585000e-08  6.7402702e-08
  2.0970000e+04  2.1835100e+03  9.0571402e+01  3.7573724e-07  1.0431500e+04  1.9707459e+01  4.6732684e-07  0.0000000e+00  2.1487363e-07  9.9999999e-09  2.7412545e+02  4.3290760e-07  1.3585000e-08  8.8781008e-08
  2.1030000e+04  2.1835100e+03  4.9415562e+01  3.3159851e-07  1.0431500e+04  1.0633129e+01  4.2866805e-07  8.3333328e-06  2.0773792e-07  9.9999999e-09  1.5323087e+02  4.0641784e-07  1.3585000e-08  5.7274876e-08
  2.1090000e+04  2.1835100e+03  4.9619691e+01  3.1079771e-07  1.0431500e+04  1.1575644e+01  4.2348165e-07  8.3333328e-06  1.6304347e-07  9.9999999e-09  1.6900045e+02  3.0010864e-07  1.3967114e-08  8.8282319e-08
  2.1150000e+04  2.1835100e+03  9.6994262e-01  2.5175442e-07  1.0431500e+04  2.1874411e-01  4.2182889e-07  8.3333328e-06  1.8636465e-07  9.9999999e-09  3.0980021e+00  2.1079532e-07  9.8072370e-08  8.3637141e-06
  2.1210000e+04  2.1835100e+03  8.3333328e-06  2.0279178e-07  1.0431500e+04  3.3333331e-05  3.7990220e-07  0.0000000e+00  6.1619644e-07  9.9999999e-09  1.9090599e+02  2.1207770e-07  1.0414327e-07  1.0213898e-07
  2.1270000e+04  2.1835100e+03  1.3075311e+01  1.6414183e-07  1.0431500e+04  8.3333328e-06  3.7639930e-07  1.6666666e-05  2.2191222e-07  9.9999999e-09  1.7684340e+02  3.5607197e-07  8.3903075e-08  1.0032857e-07
  2.1330000e+04  2.1835100e+03  5.7429149e+01  2.2329389e-07  1.0431500e+04  0.0000000e+00  3.9000315e-07  8.3333328e-06  3.3446353e-07  9.9999999e-09  2.5383380e+02  3.2566388e-07  1.1348339e-07  9.8066927e-08
  2.1390000e+04  2.1835100e+03  4.4629591e+01  2.0934820e-07  1.0431500e+04  0.0000000e+00  3.1355978e-07  0.0000000e+00  4.1022373e-07  9.9999999e-09  2.3676441e+02  3.7410696e-07  1.1625559e-07  1.1752839e-07
  2.1450000e+04  2.1835100e+03  9.9420057e+01  3.3019417e-07  1.0431500e+04  3.3333331e-05  3.7142562e-07  1.6666666e-05  5.4336008e-07  9.9999999e-09  2.5559366e+02  3.9328955e-07  5.8425434e-08  8.5071301e-08
  2.1510000e+04  2.1835100e+03  6.3099476e+01  3.6336600e-07  1.0431500e+04  2.4999998e-05  3.4283446e-07  8.3333328e-06  2.4806875e-07  9.9999999e-09  1.5658838e+02  3.9258750e-07  1.3027865e-07  1.1501467e-07
  2.1570000e+04  2.1835100e+03  1.5539667e+01  2.7962388e-07  1.0431500e+04  8.3333328e-06  3.8136989e-07  8.3333328e-06  1.9233002e-07  9.9999999e-09  3.2301800e+01  2.0634937e-07  9.5971282e-08  6.4784818e-08
