    Time(min)       E_A(MeV)       C_A(uA)        AirMon_A       E_C(MeV)       C_C(uA)        AirMon_C       C_BSY(uA)      AirMon_BSY     AirMon_B       C_D(nA)        AirMon_D       AirMon_L       AirMon_SL      IPM1C01        IPM1C02        IPM2C01        IPM2C02        IPM3C01        IPM3C02
  9.6300000e+03  1.9226899e+03  4.9999997e-05  9.9719299e-10  1.9226899e+03  5.9999996e-04  9.9719299e-10  0.0000000e+00  1.1306518e-08  9.9999999e-09  2.3541788e-01  3.5820273e-08  9.1333746e+00  1.3925380e-07  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  9.6900000e+03  1.9226899e+03  2.4999998e-05  9.9719299e-10  1.9226899e+03  4.8333648e-04  9.9719299e-10  0.0000000e+00  5.3480388e-08  9.9999999e-09  2.4208417e-01  2.7554385e-08  9.3242507e+00  1.1597539e-07  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  9.7500000e+03  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.0833331e-04  9.9719299e-10  0.0000000e+00  1.4707393e-08  9.9999999e-09  2.4291847e-01  2.3001182e-08  9.0080546e+00  5.0293135e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  9.8100000e+03  1.9226899e+03  5.8333330e-05  9.9719299e-10  1.9226899e+03  3.8333638e-04  9.9719299e-10  0.0000000e+00  4.9260640e-08  9.9999999e-09  2.2083462e-01  2.1265461e-08  9.0651820e+00  2.6290032e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  9.8700000e+03  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.8333331e-04  9.9719299e-10  0.0000000e+00  5.3289529e-08  9.9999999e-09  2.3458463e-01  1.0781521e-08  9.3503159e+00  4.8697696e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  9.9300000e+03  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.8333824e-04  9.9719299e-10  8.3333328e-06  5.7828058e-08  9.9999999e-09  2.3875159e-01  2.8006975e-08  9.2656848e+00  8.6345962e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  9.9900000e+03  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.3333331e-04  9.9719299e-10  0.0000000e+00  1.6018993e-08  9.9999999e-09  2.3333520e-01  2.1735010e-08  9.0047327e+00  6.9585034e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0050000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.4167023e-04  9.9719299e-10  0.0000000e+00  7.0156165e-08  9.9999999e-09  2.4333434e-01  4.8371473e-08  8.9160899e+00  8.3901881e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0110000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  4.7501671e-04  9.9719299e-10  8.3333328e-06  2.5986640e-08  9.9999999e-09  2.6009878e-01  4.2958357e-08  9.8099162e+00  5.7140720e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0170000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  3.8333603e-04  9.9719299e-10  8.3333328e-06  7.1917490e-08  9.9999999e-09  2.3532103e-01  4.7134812e-08  9.2108413e+00  1.0317180e-07  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0230000e+04  1.9226899e+03  2.4999998e-05  9.9719299e-10  1.9226899e+03  4.2499997e-04  9.9719299e-10  0.0000000e+00  7.4190907e-08  9.9999999e-09  2.3791763e-01  5.2081904e-08  9.0472823e+00  1.4156025e-07  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0290000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.6666900e-04  9.9719299e-10  0.0000000e+00  6.3649758e-08  9.9999999e-09  2.3500201e-01  1.5110532e-08  8.9596331e+00  3.9096065e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0350000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  3.6666984e-04  9.9719299e-10  0.0000000e+00  9.4527969e-08  9.9999999e-09  2.4208496e-01  4.3315823e-08  9.7274973e+00  9.9197723e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0410000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.0833331e-04  9.9719299e-10  0.0000000e+00  2.0522692e-08  9.9999999e-09  2.4125190e-01  1.6954689e-08  9.1217527e+00  2.9826338e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0470000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.9999997e-04  9.9719299e-10  0.0000000e+00  4.9260495e-08  9.9999999e-09  2.4208469e-01  1.1636100e-08  9.0963848e+00  9.4383488e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0530000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  3.8333991e-04  9.9719299e-10  0.0000000e+00  4.5479242e-08  9.9999999e-09  2.3375128e-01  3.6374522e-08  9.0398651e+00  3.2934478e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0590000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  3.9999998e-04  9.9719299e-10  8.3333328e-06  7.2039356e-08  9.9999999e-09  2.2500195e-01  1.4280680e-08  9.5277657e+00  3.3872790e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0650000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.0833912e-04  9.9719299e-10  8.3333328e-06  2.1072045e-08  9.9999999e-09  2.4500066e-01  1.5060198e-08  9.0953527e+00  1.1008550e-07  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0710000e+04  1.9226899e+03  0.0000000e+00  9.9719299e-10  1.9226899e+03  4.3333331e-04  9.9719299e-10  0.0000000e+00  4.7983831e-08  9.9999999e-09  2.3041785e-01  1.3146070e-08  9.0844604e+00  3.9902217e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0770000e+04  1.9226899e+03  4.9999997e-05  9.9719299e-10  1.9226899e+03  4.8333945e-04  9.9719299e-10  8.3333328e-06  5.7708535e-08  9.9999999e-09  2.4291231e-01  2.7686697e-08  9.6180840e+00  5.9571425e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0830000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  4.8333330e-04  9.9719299e-10  0.0000000e+00  4.6098670e-08  9.9999999e-09  2.3625767e-01  1.4591907e-06  9.1837688e+00  5.3780510e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0890000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  4.1666664e-04  9.9719299e-10  0.0000000e+00  6.6170298e-08  9.9999999e-09  2.4250140e-01  3.8569320e-08  8.9955162e+00  5.5604387e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.0950000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  3.9166980e-04  9.9719299e-10  0.0000000e+00  7.3005455e-09  9.9999999e-09  2.3166744e-01  1.8901153e-08  8.9673692e+00  5.7314033e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1010000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  4.0833609e-04  9.9719299e-10  0.0000000e+00  5.0098266e-08  9.9999999e-09  2.4000090e-01  3.2155808e-08  9.3253619e+00  2.3248239e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1070000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  4.2499997e-04  9.9719299e-10  0.0000000e+00  6.8124569e-08  9.9999999e-09  2.5541812e-01  4.8094404e-08  9.2117273e+00  6.3048801e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1130000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.9999998e-04  9.9719299e-10  0.0000000e+00  5.7911025e-08  9.9999999e-09  2.5041929e-01  4.5247693e-08  9.0484024e+00  6.9162654e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1190000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  3.6666664e-04  9.9719299e-10  8.3333328e-06  5.0328344e-08  9.9999999e-09  2.4916788e-01  7.3845449e-07  9.0210423e+00  5.6653585e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1250000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  2.9999998e-04  9.9719299e-10  0.0000000e+00  1.0288230e-07  9.9999999e-09  2.3250147e-01  5.1554205e-08  9.3167009e+00  6.8661126e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1310000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  3.6666964e-04  9.9719299e-10  0.0000000e+00  5.3830969e-08  9.9999999e-09  2.2833464e-01  1.4352298e-08  8.9703428e+00  6.2307318e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1370000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  5.1667313e-04  9.9719299e-10  0.0000000e+00  2.8818974e-08  9.9999999e-09  2.3250181e-01  4.4423474e-08  9.0647971e+00  3.7979796e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1430000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.8333330e-04  9.9719299e-10  0.0000000e+00  6.9780671e-08  9.9999999e-09  2.3125132e-01  1.3800981e-08  9.3524307e+00  6.0164404e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1490000e+04  1.9226899e+03  2.4999998e-05  9.9719299e-10  1.9226899e+03  3.9166664e-04  9.9719299e-10  0.0000000e+00  5.2044302e-08  9.9999999e-09  2.4833536e-01  1.8423472e-08  9.2189931e+00  4.0728690e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1550000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  4.2500386e-04  9.9719299e-10  0.0000000e+00  6.7004052e-08  9.9999999e-09  2.2195841e-01  1.5243269e-08  9.2147429e+00  9.9058139e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1610000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  3.6666931e-04  9.9719299e-10  0.0000000e+00  3.8779112e-08  9.9999999e-09  2.2429562e-01  6.6785158e-09  9.2963300e+00  2.6314331e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1670000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.1666664e-04  9.9719299e-10  8.3373466e-06  6.1975984e-08  9.9999999e-09  2.2625105e-01  3.1212744e-08  9.3429981e+00  3.9158729e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1730000e+04  1.9226899e+03  5.8333330e-05  9.9719299e-10  1.9226899e+03  4.2500261e-04  9.9719299e-10  8.3333328e-06  4.7556817e-08  9.9999999e-09  2.2708538e-01  6.5885935e-09  9.2143887e+00  7.2642168e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1790000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  4.3333331e-04  9.9719299e-10  0.0000000e+00  1.8081467e-06  9.9999999e-09  2.4208539e-01  1.5886801e-08  8.9600751e+00  2.7826060e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1850000e+04  1.9226899e+03  5.8333330e-05  9.9719299e-10  1.9226899e+03  4.2500655e-04  9.9719299e-10  8.3333328e-06  2.2045080e-08  9.9999999e-09  2.3875139e-01  1.2512923e-08  9.5249411e+00  8.8342866e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1910000e+04  1.9226899e+03  2.4999998e-05  9.9719299e-10  1.9226899e+03  4.6666664e-04  9.9719299e-10  0.0000000e+00  7.6235126e-08  9.9999999e-09  2.2708412e-01  3.9496206e-08  9.2890502e+00  8.5378030e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.1970000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.4166664e-04  9.9719299e-10  0.0000000e+00  7.6701172e-08  9.9999999e-09  2.2708470e-01  3.2597069e-08  9.1892643e+00  9.8727990e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2030000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.9166664e-04  9.9719299e-10  0.0000000e+00  5.9610234e-08  9.9999999e-09  2.3625214e-01  1.9037338e-08  9.2431970e+00  7.3733340e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2090000e+04  1.9226899e+03  2.4999998e-05  9.9719299e-10  1.9226899e+03  5.0000593e-04  9.9719299e-10  0.0000000e+00  9.9591808e-08  9.9999999e-09  2.4666908e-01  1.7937234e-08  9.2269726e+00  5.1429595e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2150000e+04  1.9226899e+03  6.6666662e-05  9.9719299e-10  1.9226899e+03  4.0000671e-04  9.9719299e-10  0.0000000e+00  6.2273854e-08  9.9999999e-09  2.3416848e-01  7.2189299e-09  9.2297837e+00  4.8276342e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2210000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.8333592e-04  9.9719299e-10  0.0000000e+00  1.7620364e-08  9.9999999e-09  2.3875138e-01  1.4890815e-08  8.9538121e+00  7.5338958e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2270000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.7499997e-04  9.9719299e-10  0.0000000e+00  6.7014986e-08  9.9999999e-09  2.3958411e-01  1.7468916e-08  9.2774751e+00  7.5938251e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2330000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  4.8334694e-04  9.9719299e-10  0.0000000e+00  3.1646974e-08  9.9999999e-09  2.3416875e-01  5.9963903e-08  9.4203600e+00  5.9171791e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2390000e+04  1.9226899e+03  4.1666664e-05  9.9719299e-10  1.9226899e+03  5.1666663e-04  9.9719299e-10  0.0000000e+00  5.3376935e-08  9.9999999e-09  2.4083458e-01  2.0415801e-08  9.2224376e+00  9.0361513e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2450000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  3.9999997e-04  9.9719299e-10  0.0000000e+00  3.8329797e-08  9.9999999e-09  2.3791797e-01  2.7694563e-08  9.1703329e+00  6.3031735e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2510000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  4.0000241e-04  9.9719299e-10  0.0000000e+00  2.5129052e-08  9.9999999e-09  2.4166822e-01  1.1595858e-08  9.0167642e+00  4.5318413e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2570000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  2.9999998e-04  9.9719299e-10  0.0000000e+00  6.2534033e-08  9.9999999e-09  2.2583629e-01  4.1008650e-08  9.4377136e+00  6.3880283e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2630000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  4.8333330e-04  9.9719299e-10  0.0000000e+00  5.4885027e-08  9.9999999e-09  2.5208513e-01  1.8382766e-08  9.5299570e+00  3.2048459e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2690000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.4999997e-04  9.9719299e-10  0.0000000e+00  7.3570742e-08  9.9999999e-09  2.2791831e-01  1.3198903e-08  9.4957571e+00  6.4870249e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2750000e+04  1.9226899e+03  4.9999997e-05  9.9719299e-10  1.9226899e+03  4.0833963e-04  9.9719299e-10  0.0000000e+00  3.1962074e-08  9.9999999e-09  2.4375225e-01  2.7772170e-09  9.1138182e+00  4.0079726e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2810000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  2.9167521e-04  9.9719299e-10  0.0000000e+00  3.0731193e-08  9.9999999e-09  2.4500177e-01  2.5925638e-08  9.1282911e+00  5.7549000e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2870000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  5.4166663e-04  9.9719299e-10  0.0000000e+00  3.9126056e-08  9.9999999e-09  2.4791853e-01  8.1372351e-09  9.0849235e+00  9.7006241e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2930000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.2500305e-04  9.9719299e-10  0.0000000e+00  7.7058546e-08  9.9999999e-09  2.3791803e-01  2.6591171e-08  9.0820779e+00  7.3137887e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2990000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.9167628e-04  9.9719299e-10  0.0000000e+00  6.3128645e-08  9.9999999e-09  2.4583464e-01  1.0037944e-08  9.0999392e+00  5.3049966e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3050000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.5833330e-04  9.9719299e-10  0.0000000e+00  5.6543953e-08  9.9999999e-09  2.4000058e-01  2.5062289e-08  9.1078413e+00  5.0513237e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3110000e+04  1.9226899e+03  4.9999997e-05  9.9719299e-10  1.9226899e+03  4.5000617e-04  9.9719299e-10  8.3333328e-06  3.7421291e-08  9.9999999e-09  2.2708576e-01  2.7894390e-08  9.0370233e+00  6.0125590e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3170000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  5.0000567e-04  9.9719299e-10  0.0000000e+00  4.5473595e-08  9.9999999e-09  2.3875145e-01  2.4348618e-08  8.9995665e+00  6.5748626e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3230000e+04  1.9226899e+03  5.8333330e-05  9.9719299e-10  1.9226899e+03  5.0000212e-04  9.9719299e-10  0.0000000e+00  9.0972024e-08  9.9999999e-09  2.4416854e-01  2.8400864e-08  9.0077172e+00  5.8882155e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3290000e+04  1.9226899e+03  0.0000000e+00  9.9719299e-10  1.9226899e+03  4.3333683e-04  9.9719299e-10  0.0000000e+00  4.1634213e-08  9.9999999e-09  2.2958443e-01  3.5278782e-08  9.0686566e+00  6.0055426e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3350000e+04  1.9226899e+03  8.3333328e-06  9.9719299e-10  1.9226899e+03  3.9166664e-04  9.9719299e-10  0.0000000e+00  8.2980031e-08  9.9999999e-09  2.3709991e-01  3.0483628e-08  8.9956104e+00  4.8732371e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3410000e+04  1.9226899e+03  2.5002598e-05  9.9719299e-10  1.9226899e+03  4.1666940e-04  9.9719299e-10  0.0000000e+00  5.3774827e-08  9.9999999e-09  2.3874446e-01  3.0444750e-08  9.1079484e+00  3.7419964e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3470000e+04  1.9226899e+03  3.3333331e-05  9.9719299e-10  1.9226899e+03  4.7500671e-04  9.9719299e-10  8.3333328e-06  4.4394781e-08  9.9999999e-09  2.4207396e-01  6.3605567e-08  9.0838846e+00  6.6376667e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3530000e+04  1.9226899e+03  1.6666666e-05  9.9719299e-10  1.9226899e+03  4.4999997e-04  9.9719299e-10  0.0000000e+00  5.1544328e-08  9.9999999e-09  2.3042928e-01  4.3936851e-08  9.1124894e+00  5.6567272e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3590000e+04  1.9226899e+03  2.4999998e-05  9.9719299e-10  1.9226899e+03  3.4166665e-04  9.9719299e-10  0.0000000e+00  6.4522732e-08  9.9999999e-09  2.1333434e-01  1.5070741e-06  9.1662944e+00  5.8506502e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3650000e+04  1.9267525e+03  3.3333331e-05  9.9719299e-10  2.0421095e+03  3.8333331e-04  9.9719299e-10  8.3333328e-06  2.0337035e-08  9.9999999e-09  2.2250108e-01  3.4722345e-08  9.0685444e+00  1.1112322e-07  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3710000e+04  2.2184900e+03  5.8333330e-05  9.9719299e-10  1.0618500e+04  4.0833331e-04  9.9719299e-10  0.0000000e+00  3.8414611e-08  9.9999999e-09  2.5125188e-01  5.0128326e-08  8.4732706e+00  6.0271530e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3770000e+04  2.2184900e+03  4.1666664e-05  9.9719299e-10  1.0618500e+04  4.5000335e-04  9.9719299e-10  8.3333328e-06  5.3053215e-08  9.9999999e-09  2.3958457e-01  1.3234968e-08  9.2791765e+00  3.3660182e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3830000e+04  2.2184900e+03  4.1666664e-05  9.9719299e-10  1.0618500e+04  5.5001039e-04  9.9719299e-10  0.0000000e+00  6.2263315e-08  9.9999999e-09  2.5208500e-01  4.7527528e-08  9.4629230e+00  6.1613996e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3890000e+04  2.2184900e+03  1.6666666e-05  9.9719299e-10  1.0618500e+04  7.6666994e-04  9.9719299e-10  0.0000000e+00  4.8450705e-08  9.9999999e-09  2.5541855e-01  3.9515867e-08  9.4149299e+00  8.4017421e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3950000e+04  2.2184900e+03  2.4999998e-05  9.9719299e-10  1.0618500e+04  7.7322399e-04  9.9719299e-10  8.3333328e-06  2.9022885e-08  9.9999999e-09  2.4666882e-01  7.0732915e-08  9.0707798e+00  7.1533584e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.4010000e+04  2.2184900e+03  1.6666666e-05  9.9719299e-10  1.0618500e+04  7.6012929e-04  9.9719299e-10  0.0000000e+00  2.8395223e-08  9.9999999e-09  2.4031862e-01  1.7231395e-08  9.1979940e+00  8.5820356e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.4070000e+04  2.2184900e+03  9.1715493e-06  9.9719299e-10  1.0618500e+04  4.0036084e-04  9.9719299e-10  0.0000000e+00  2.2735463e-08  9.9999999e-09  2.9037528e-01  4.4277327e-09  9.1393606e+00  4.8969923e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.4130000e+04  0.0000000e+00  1.6666666e-05  0.0000000e+00  0.0000000e+00  5.5000312e-04  0.0000000e+00  0.0000000e+00  2.3178201e-08  0.0000000e+00  2.9589074e-01  0.0000000e+00  0.0000000e+00  7.9815405e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
