   Time(min)       E_A(MeV)       C_A(uA)        AirMon_A       E_C(MeV)       C_C(uA)        AirMon_C     C_BSY(uA)      AirMon_BSY      AirMon_B        C_D(nA)        AirMon_D      AirMon_L       AirMon_SL
  2.1810000e+04  2.1835100e+03  5.3267875e+00  9.9517952e-08  1.0431500e+04  3.8372610e+00  1.6118530e-08  0.0000000e+00  1.1639500e-08  9.9999999e-09  1.2883751e+02  3.0172810e-07  6.5850940e-08  1.5106802e-07
  2.1870000e+04  2.1835100e+03  1.2908411e-01  9.1097316e-08  1.0431500e+04  1.8958161e+00  1.5405901e-08  8.3333328e-06  1.1639500e-08  9.9999999e-09  6.3409399e+01  2.8901385e-07  7.2791439e-08  1.3761550e-07
  2.1930000e+04  2.1835100e+03  9.3407227e+01  3.7111977e-07  1.0431500e+04  2.9236880e+00  1.6550868e-08  8.3333328e-06  1.3277853e-08  9.9999999e-09  1.0566305e+02  3.0926922e-07  9.1822269e-08  1.3464456e-07
  2.1990000e+04  2.1835100e+03  7.5838753e+01  7.0705212e-07  1.0431500e+04  2.5563953e+00  1.5158626e-08  0.0000000e+00  1.4477104e-08  9.9999999e-09  7.7804059e+01  4.4561568e-07  4.3514012e-08  1.1805636e-07
  2.2050000e+04  2.1835100e+03  3.3480861e+01  3.0851600e-07  1.0431500e+04  9.5807280e-01  1.5109688e-08  8.3333328e-06  1.1852671e-08  9.9999999e-09  3.5103135e+01  2.4728589e-07  6.8858030e-08  1.1943728e-05
  2.2110000e+04  2.1835100e+03  6.0989177e+01  4.6725816e-07  1.0431500e+04  1.9691086e+00  1.7742475e-08  8.3333328e-06  1.0880000e-08  9.9999999e-09  8.8907618e+01  2.3416929e-07  9.8270963e-08  1.2809395e-07
  2.2170000e+04  2.1835100e+03  6.7599807e+01  5.8013903e-07  1.0431500e+04  1.9439156e+00  1.2707700e-08  8.3333328e-06  1.4590807e-08  9.9999999e-09  7.3415999e+01  2.8167367e-07  4.8022588e-08  1.5858293e-07
  2.2230000e+04  2.1835100e+03  1.6666666e-05  2.9551109e-07  1.0431500e+04  5.8333330e-05  1.9753268e-08  8.3333328e-06  5.5038643e-08  9.9999999e-09  4.1041924e-01  2.2669526e-07  8.8757357e-08  1.4728361e-07
  2.2290000e+04  2.1835100e+03  9.7110886e+00  2.6688869e-07  1.0431500e+04  4.8067522e+00  2.1153406e-08  0.0000000e+00  6.2076949e-07  9.9999999e-09  1.1245912e+00  2.5569072e-07  9.3459113e-08  1.5895929e-07
  2.2350000e+04  2.1835100e+03  2.4999998e-05  2.2992142e-07  1.0431500e+04  1.4019020e+01  6.3107541e-08  0.0000000e+00  1.4171100e-08  9.9999999e-09  2.5570543e+02  2.7913123e-07  1.0266987e-07  1.6935873e-07
  2.2410000e+04  2.1835100e+03  4.0468431e+01  2.2981204e-07  1.0431500e+04  8.6486615e+00  3.7313290e-08  1.6666666e-05  1.5463837e-08  9.9999999e-09  2.1888401e+02  4.0970393e-07  6.8186635e-08  2.2108687e-07
  2.2470000e+04  2.1835100e+03  5.1959874e+01  6.1761763e-07  1.0431500e+04  9.9999994e-05  2.5269675e-08  1.6666666e-05  3.0902328e-08  9.9999999e-09  2.0777505e+02  5.1751304e-07  1.0805705e-07  1.8701574e-05
  2.2530000e+04  2.1835100e+03  1.3123955e+01  3.1628096e-07  1.0431500e+04  3.4011196e+00  2.1884706e-06  3.3336298e-05  1.9635401e-08  9.9999999e-09  2.0684494e+02  4.4906762e-07  5.9910412e-08  1.1604586e-07
  2.2590000e+04  2.1835100e+03  7.6168061e+00  2.3738672e-07  1.0431500e+04  2.2241734e+00  2.7264817e-08  8.3333328e-06  1.9635401e-08  9.9999999e-09  4.8280259e+01  4.2113998e-07  6.4898807e-08  1.6056582e-07
  2.2650000e+04  2.1835100e+03  1.2085201e+01  1.7166488e-07  1.0431500e+04  7.6050952e+00  1.9530232e-08  1.6666666e-05  6.4019067e-08  9.9999999e-09  4.0523526e+01  2.5239737e-07  8.6588330e-08  1.5333989e-07
  2.2710000e+04  2.1835100e+03  1.1805956e+01  2.3451195e-07  1.0431500e+04  1.7658930e+00  3.0935567e-08  2.4999998e-05  5.7576957e-08  9.9999999e-09  5.7541995e-01  2.3173349e-07  5.3266713e-08  7.6664633e-08
  2.2770000e+04  2.1835100e+03  3.1775146e-01  7.3958488e-08  1.0431500e+04  7.7388171e+00  3.4790648e-08  8.3333328e-06  1.0071898e-07  9.9999999e-09  1.2906615e+02  2.4947184e-07  1.1255055e-07  2.0007988e-07
  2.2830000e+04  2.1835100e+03  3.4622343e+01  3.2412588e-07  1.0431500e+04  9.7691770e+00  3.0336990e-08  8.3333328e-06  2.0437287e-07  9.9999999e-09  8.6615151e+01  3.8291100e-07  1.1274113e-07  1.3313588e-07
  2.2890000e+04  2.1835100e+03  1.6666666e-05  1.6060032e-07  1.0431500e+04  2.2395151e-01  2.1785329e-08  0.0000000e+00  3.3878123e-07  9.9999999e-09  4.0750247e-01  2.3799906e-07  6.5842581e-08  2.0950601e-07
  2.2950000e+04  2.1835100e+03  6.5639828e+00  1.2262947e-07  1.0431500e+04  2.4915054e+00  3.8043455e-08  3.3333331e-05  1.0758400e-08  9.9999999e-09  8.3021888e+00  2.4940259e-07  5.0207518e-08  1.8277538e-07
  2.3010000e+04  2.1835100e+03  3.3496699e+01  3.0276840e-07  1.0431500e+04  3.3333331e-05  1.9840400e-08  8.3333328e-06  2.6374883e-08  9.9999999e-09  5.2600414e+01  2.8515346e-07  4.9136797e-08  1.6368053e-07
  2.3070000e+04  2.1835100e+03  8.3630739e+01  4.8623835e-07  1.0431500e+04  7.5002534e-05  1.9840400e-08  2.4999998e-05  1.6218600e-08  9.9999999e-09  1.2795448e+02  3.3995918e-07  6.0801479e-08  1.2285206e-07
  2.3130000e+04  2.1835100e+03  6.0317465e+01  4.9655607e-07  1.0431500e+04  3.3333331e-05  1.9840400e-08  8.3333328e-06  1.1378473e-06  9.9999999e-09  6.1256898e+01  2.9185090e-07  5.5930404e-08  1.3052794e-07
  2.3190000e+04  2.1835100e+03  7.7406996e+00  2.9941658e-07  1.0431500e+04  3.3339517e-05  2.4129054e-08  0.0000000e+00  8.4455897e-07  9.9999999e-09  8.1826053e+00  2.1253943e-07  1.5010731e-05  1.2709843e-07
  2.3250000e+04  2.1835100e+03  6.7303778e+01  4.5861048e-07  1.0431500e+04  6.0565845e+00  2.6106570e-08  1.6666666e-05  1.2796081e-07  9.9999999e-09  7.7974851e+01  2.4982146e-07  8.2566465e-08  1.5114946e-07
  2.3310000e+04  2.1835100e+03  4.3658774e+01  4.1745404e-07  1.0431500e+04  6.8041322e+00  2.1935922e-08  1.6666666e-05  1.2735200e-08  9.9999999e-09  2.7889491e+01  2.8883752e-07  8.4094034e-08  1.8410753e-05
  2.3370000e+04  2.1835100e+03  9.8453517e+01  5.3137081e-07  1.0431500e+04  1.5037086e+00  1.4790600e-08  8.3333328e-06  1.3832733e-08  9.9999999e-09  1.0481145e+02  2.8397473e-07  8.9941018e-08  1.3155629e-07
  2.3430000e+04  2.1835100e+03  8.9549602e+01  5.8202386e-07  1.0431500e+04  6.2905074e+00  3.5570216e-08  1.6666666e-05  1.9798768e-08  9.9999999e-09  9.2078885e+01  2.2504000e-07  1.1830886e-07  1.2375939e-07
  2.3490000e+04  2.1835100e+03  7.8757290e+01  7.8655406e-07  1.0431500e+04  7.4190607e+00  2.6162947e-08  1.6666666e-05  1.9746100e-08  9.9999999e-09  7.7238371e+01  2.5199391e-07  6.2939422e-08  8.1759512e-08
  2.3550000e+04  2.1835100e+03  1.0777262e+02  6.2471962e-07  1.0431500e+04  4.3778100e+00  1.4145137e-08  3.3333331e-05  2.7177663e-08  9.9999999e-09  1.5562264e+02  2.0511600e-07  8.0923363e-08  1.4440310e-07
  2.3610000e+04  2.1835100e+03  3.1224386e-01  2.5042094e-07  1.0431500e+04  1.0417516e-01  4.8143151e-08  8.3333328e-06  1.4990800e-08  9.9999999e-09  4.1125269e-01  2.2822853e-07  5.5446243e-08  9.8865772e-08
  2.3670000e+04  2.1835100e+03  0.0000000e+00  1.4442228e-07  1.0431500e+04  2.4999998e-05  3.0154535e-08  8.3333328e-06  1.4990800e-08  9.9999999e-09  3.9041904e-01  1.1126374e-07  8.6245200e-08  1.0155886e-07
  2.3730000e+04  2.1835100e+03  1.6666666e-05  2.1066346e-07  1.0431500e+04  2.4999998e-05  1.4842600e-08  0.0000000e+00  7.4682643e-07  9.9999999e-09  4.0125122e-01  9.7752167e-08  7.6930036e-08  1.3245777e-05
  2.3790000e+04  2.1835100e+03  7.0477090e-01  1.7224682e-07  1.0431500e+04  1.5763255e+01  1.7384874e-08  1.6666666e-05  3.5091883e-07  9.9999999e-09  7.3583694e-01  1.3773836e-07  1.6142779e-05  6.3618786e-06
  2.3850000e+04  2.1835100e+03  2.3502735e+01  9.3790277e-08  1.0431500e+04  1.8814281e+01  3.1246386e-08  8.3333328e-06  1.9307000e-08  9.9999999e-09  2.0454298e+00  1.5269947e-07  9.2723474e-08  1.2909686e-07
  2.3910000e+04  2.1835100e+03  8.8520623e+00  1.2210713e-07  1.0431500e+04  1.1367886e+01  5.2910446e-08  8.3333328e-06  1.9307000e-08  9.9999999e-09  7.7124119e+02  5.7780514e-07  4.5632334e-08  1.5173027e-07
  2.3970000e+04  2.1835100e+03  4.8137522e+01  3.5813129e-07  1.0431500e+04  9.0625298e+00  2.9650381e-08  8.3333328e-06  1.9307000e-08  9.9999999e-09  7.1590178e+02  9.8336805e-07  6.7990828e-08  1.2101038e-07
  2.4030000e+04  2.1835100e+03  1.3554991e+02  7.4201784e-07  1.0431500e+04  1.7693362e+01  5.1694451e-08  8.3333328e-06  1.9307000e-08  9.9999999e-09  8.4534745e+02  8.8683278e-07  4.3099245e-08  4.2588870e-06
  2.4090000e+04  2.1835100e+03  5.9344840e+01  5.7696229e-07  1.0431500e+04  7.5915504e+00  2.3216009e-08  0.0000000e+00  4.6398719e-08  9.9999999e-09  1.8195638e+02  5.2855292e-07  7.7515892e-08  9.8043673e-08
  2.4150000e+04  2.1835100e+03  9.3590089e+01  6.1733467e-07  1.0431500e+04  1.3872936e+01  6.3742568e-06  8.3333328e-06  1.3098300e-08  9.9999999e-09  2.9654174e+02  4.4013312e-07  3.4818235e-08  9.7565229e-08
  2.4210000e+04  2.1835100e+03  6.2685125e+01  5.9987039e-07  1.0431500e+04  8.7198653e+00  1.4495367e-08  1.6666666e-05  1.3098300e-08  9.9999999e-09  1.5309686e+02  3.2736307e-07  6.7096554e-08  9.8374920e-08
  2.4270000e+04  2.1835100e+03  3.2291449e+01  4.0517318e-07  1.0431500e+04  4.5258347e+00  1.8741751e-08  0.0000000e+00  1.1489755e-06  9.9999999e-09  6.1561234e+01  2.8353040e-07  9.6387828e-08  7.0137096e-08
  2.4330000e+04  2.1835100e+03  8.7924343e+01  5.7779141e-07  1.0431500e+04  1.5507871e+01  2.7753301e-08  1.6666666e-05  1.5486490e-07  9.9999999e-09  1.0476362e+02  2.1540760e-07  7.1599021e-08  1.1742174e-07
  2.4390000e+04  2.1835100e+03  1.2430272e+02  7.8143766e-07  1.0431500e+04  2.3868673e+01  4.4247746e-08  8.3333328e-06  1.6964799e-08  9.9999999e-09  1.0647277e+02  2.2878934e-07  8.8949637e-08  1.5955351e-05
  2.4450000e+04  2.1835100e+03  7.6845544e+01  7.5061832e-07  1.0431500e+04  1.3662956e+01  5.5194288e-08  1.6669589e-05  1.6964799e-08  9.9999999e-09  6.6890850e+01  2.0537736e-07  5.6279033e-08  1.1988315e-07
  2.4510000e+04  2.1835100e+03  1.1576927e+02  7.2168322e-07  1.0431500e+04  1.6647434e+01  1.8630467e-08  8.3333328e-06  1.6964799e-08  9.9999999e-09  5.5616862e+01  1.8550773e-07  7.9270522e-08  1.1997932e-07
  2.4570000e+04  2.1835100e+03  1.2040271e+02  8.9636902e-07  1.0431500e+04  2.3000499e+01  2.9954288e-08  1.6666666e-05  1.4201799e-08  9.9999999e-09  1.2597734e+02  2.0855875e-07  4.7079554e-08  1.3730771e-07
  2.4630000e+04  2.1835100e+03  1.2633203e+02  8.2533960e-07  1.0431500e+04  2.4021565e+01  3.8121568e-08  8.3333328e-06  1.6869700e-08  9.9999999e-09  8.8117243e+01  2.4113520e-07  6.9415905e-08  1.1908079e-07
  2.4690000e+04  2.1835100e+03  1.1195213e+02  8.7686804e-07  1.0431500e+04  1.9868342e+01  1.2972442e-05  8.3333328e-06  1.6869700e-08  9.9999999e-09  9.9694172e+01  1.8778732e-07  6.8727115e-08  8.6317517e-08
  2.4750000e+04  2.1835100e+03  1.3292410e+02  9.3140035e-07  1.0431500e+04  2.5772857e+01  3.6742252e-08  0.0000000e+00  1.6869700e-08  9.9999999e-09  1.3594273e+02  2.4892749e-07  7.9734461e-08  1.0081106e-07
  2.4810000e+04  2.1835100e+03  1.1140889e+02  8.2917704e-07  1.0431500e+04  2.1001501e+01  5.0680066e-08  1.6666666e-05  1.5953502e-08  9.9999999e-09  1.1873114e+02  2.0601793e-07  8.8777795e-08  1.1091162e-07
  2.4870000e+04  2.1835100e+03  1.3016058e+02  9.4375908e-07  1.0431500e+04  2.4102938e+01  2.7663094e-08  0.0000000e+00  1.7291150e-08  9.9999999e-09  1.2633837e+02  2.2884309e-07  6.1970284e-08  1.3813248e-07
  2.4930000e+04  2.1835100e+03  1.1653653e+02  8.7161220e-07  1.0431500e+04  1.9622794e+01  7.2519907e-08  8.3333328e-06  1.6896435e-08  9.9999999e-09  1.5962102e+02  2.0637584e-07  7.0095888e-08  1.0410883e-07
  2.4990000e+04  2.1835100e+03  1.0023335e+02  7.5982412e-07  1.0431500e+04  1.5483665e+01  3.5714169e-08  8.3333328e-06  2.1843519e-08  9.9999999e-09  1.6981269e+02  2.9046857e-07  7.5594220e-08  7.5667963e-08
  2.5050000e+04  2.1835100e+03  1.2691520e+02  8.3829810e-07  1.0431500e+04  1.1871704e+00  8.8358547e-08  0.0000000e+00  1.6494500e-08  9.9999999e-09  2.0428108e+02  3.1157615e-07  6.5054253e-08  1.0266522e-07
  2.5110000e+04  2.1835100e+03  1.3279645e+02  9.8919285e-07  1.0431500e+04  1.0010050e+00  2.4813679e-08  8.3333328e-06  1.6494500e-08  9.9999999e-09  2.0844321e+02  3.5219863e-07  3.7495960e-08  1.2561361e-07
  2.5170000e+04  2.1835100e+03  1.3758283e+02  1.1376449e-06  1.0431500e+04  7.0376224e-01  2.0758581e-08  3.3333331e-05  1.6494500e-08  9.9999999e-09  2.2943809e+02  2.8898987e-07  3.3036944e-08  1.5222915e-07
  2.5230000e+04  2.1835100e+03  1.2370266e+02  1.0127237e-06  1.0431500e+04  6.1304124e-01  2.2981531e-08  1.6666666e-05  1.6494500e-08  9.9999999e-09  2.0793476e+02  3.3427452e-07  9.8983237e-08  1.3681141e-07
  2.5290000e+04  2.1835100e+03  9.1333648e+01  8.5702868e-07  1.0431500e+04  5.9255254e-01  1.4844075e-08  8.3333328e-06  1.6494500e-08  9.9999999e-09  1.5411008e+02  2.3294901e-07  1.6241831e-05  9.7558200e-08
  2.5350000e+04  2.1835100e+03  1.1791643e+02  8.8252586e-07  1.0431500e+04  1.6702702e+01  3.4401380e-08  8.3333328e-06  1.9385581e-08  9.9999999e-09  1.9030693e+02  2.6371943e-07  6.5325406e-08  7.0332016e-08
  2.5410000e+04  2.1835100e+03  1.1526008e+02  8.9863548e-07  1.0431500e+04  2.1619244e+01  3.3868446e-08  8.3333328e-06  1.2242093e-08  9.9999999e-09  1.8513989e+02  2.4213890e-07  5.2406941e-08  9.2443442e-08
  2.5470000e+04  2.1835100e+03  1.3712414e+02  1.0626685e-06  1.0431500e+04  2.6443929e+01  3.2575410e-08  8.3333328e-06  1.1127500e-08  9.9999999e-09  2.2551843e+02  2.9318247e-07  1.3361917e-07  1.1609115e-07
  2.5530000e+04  2.1835100e+03  1.2207207e+02  1.1024046e-06  1.0431500e+04  2.2994475e+01  7.3832900e-08  8.3333328e-06  1.1127500e-08  9.9999999e-09  1.6906520e+02  2.9692312e-07  8.6897782e-08  8.9563409e-08
  2.5590000e+04  2.1835100e+03  1.3926023e+02  9.8813414e-07  1.0431500e+04  2.6893517e+01  8.2862873e-08  1.6666666e-05  1.3290980e-08  9.9999999e-09  1.8000501e+02  2.9134581e-07  9.1559894e-08  1.1412640e-07
  2.5650000e+04  2.1835100e+03  1.2502630e+02  9.9583120e-07  1.0431500e+04  2.2063258e+01  3.3433486e-08  8.3333328e-06  1.4497975e-08  9.9999999e-09  1.8323032e+02  2.3915539e-07  5.7616493e-08  1.2123221e-07
  2.5710000e+04  2.1835100e+03  1.0519631e+02  8.6647195e-07  1.0431500e+04  1.7981252e+01  2.6280774e-08  8.3333328e-06  1.5724812e-08  9.9999999e-09  1.6857248e+02  2.3654266e-07  6.1877664e-08  8.5173256e-08
  2.5770000e+04  2.1835100e+03  1.3882672e+02  1.0661282e-06  1.0431500e+04  2.6539728e+01  3.9865762e-08  1.6666666e-05  1.3873857e-08  9.9999999e-09  2.1208417e+02  3.0840877e-07  6.6687420e-08  1.1303865e-07
  2.5830000e+04  2.1835100e+03  8.8008416e+01  9.1612956e-07  1.0431500e+04  1.5246280e+01  3.7155423e-08  0.0000000e+00  1.8513062e-08  9.9999999e-09  1.4847412e+02  3.0691313e-07  5.9609633e-08  1.1889447e-07
  2.5890000e+04  2.1835100e+03  9.8007675e+01  1.5213863e-06  1.0431500e+04  1.7444479e+01  4.4472006e-08  1.6666666e-05  2.1559960e-08  9.9999999e-09  1.5767863e+02  2.9395797e-07  9.2570985e-08  1.2749477e-07
  2.5950000e+04  2.1835100e+03  8.7949047e+01  4.7807754e-07  1.0431500e+04  2.2387424e+01  3.3177523e-08  1.6666666e-05  1.4059401e-08  9.9999999e-09  1.9590908e+02  3.2373795e-07  7.4131755e-08  7.7665484e-08
  2.6010000e+04  2.1835100e+03  8.5356347e+00  3.3928392e-07  1.0431500e+04  1.0648954e+01  3.9263719e-08  0.0000000e+00  1.1409713e-08  9.9999999e-09  9.1909171e+01  3.2405951e-07  5.2898902e-08  8.9390997e-08
  2.6070000e+04  2.1835100e+03  1.4365925e+00  3.2284086e-07  1.0431500e+04  1.4285994e+01  4.3442259e-08  0.0000000e+00  2.1263240e-08  9.9999999e-09  1.4834198e+02  2.3670213e-07  8.5052945e-08  1.4394187e-07
  2.6130000e+04  2.1835100e+03  7.2447145e-01  2.7450883e-07  1.0431500e+04  2.6860952e+01  4.5754141e-08  1.6666666e-05  1.3901749e-08  9.9999999e-09  2.1696876e+02  3.4787025e-07  8.5263010e-08  7.1435932e-08
  2.6190000e+04  2.1835100e+03  6.2815354e-01  2.1790281e-07  1.0431500e+04  9.4763672e+00  2.0304560e-08  0.0000000e+00  1.3199847e-08  9.9999999e-09  6.6419671e+01  2.6683018e-07  7.3538287e-08  1.6511089e-07
  2.6250000e+04  2.1835100e+03  0.0000000e+00  1.7671308e-07  1.0431500e+04  7.1083329e-03  2.3505554e-08  8.3333328e-06  1.3098300e-08  9.9999999e-09  3.7333563e-01  1.3415817e-07  3.3504037e-08  1.4462581e-07
  2.6310000e+04  2.1835100e+03  1.5608049e+00  1.6474355e-07  1.0431500e+04  2.1802787e+01  2.3119160e-08  8.3333328e-06  2.7979538e-08  9.9999999e-09  3.3659013e+02  1.7436407e-07  1.1332232e-07  1.1855668e-07
  2.6370000e+04  2.1835100e+03  3.0674725e-01  3.4712312e-07  1.0431500e+04  2.4312738e+01  4.3766943e-08  8.3333328e-06  2.3112821e-08  9.9999999e-09  1.7289798e+02  1.5589762e-07  6.9104749e-06  1.3304688e-07
  2.6430000e+04  2.1835100e+03  6.2758674e-02  1.7296876e-07  1.0431500e+04  2.4876343e+01  2.1830806e-08  0.0000000e+00  1.1639500e-08  9.9999999e-09  2.0791264e+02  3.5590279e-07  8.1001727e-08  1.0166031e-07
  2.6490000e+04  2.1835100e+03  1.6666666e-05  8.7447588e-08  1.0431500e+04  2.3216309e+01  4.1966982e-08  0.0000000e+00  1.1639500e-08  9.9999999e-09  1.9836288e+02  3.3742097e-07  1.1076225e-07  1.1299517e-07
  2.6550000e+04  2.1835100e+03  8.3333328e-06  1.5455275e-07  1.0431500e+04  2.6428360e+01  2.0173746e-08  8.3333328e-06  1.1639500e-08  9.9999999e-09  2.3034725e+02  3.2314622e-07  8.2476183e-08  1.5519687e-07
  2.6610000e+04  2.1835100e+03  1.3707588e-01  1.3713577e-07  1.0431500e+04  2.6851395e+01  3.0197288e-08  8.3365712e-06  1.4054299e-08  9.9999999e-09  2.2043637e+02  3.6831488e-07  4.6169095e-08  1.4415132e-07
  2.6670000e+04  2.1835100e+03  8.3333328e-06  1.5671716e-05  1.0431500e+04  2.4481197e+01  2.6122459e-08  1.6666666e-05  1.4882876e-08  9.9999999e-09  2.1908748e+02  4.0682758e-07  8.0037411e-08  1.2778553e-07
  2.6730000e+04  2.1835100e+03  5.8333330e-05  1.1093357e-07  1.0431500e+04  2.1339676e+01  3.4150680e-08  1.6666666e-05  1.2879200e-08  9.9999999e-09  1.9815906e+02  3.4485089e-07  6.7788619e-08  7.3520611e-08
  2.6790000e+04  2.1835100e+03  1.6666666e-05  1.2303740e-07  1.0431500e+04  2.6836373e+01  2.4952250e-08  8.3333328e-06  1.2879200e-08  9.9999999e-09  2.3429316e+02  3.1315837e-07  4.8472541e-08  1.0020973e-07
  2.6850000e+04  2.1835100e+03  8.3333328e-06  1.2826990e-07  1.0431500e+04  2.6589669e+01  4.7653578e-08  3.3333331e-05  1.2879200e-08  9.9999999e-09  2.2695748e+02  3.6407421e-07  6.0060172e-08  5.5298418e-08
  2.6910000e+04  2.1835100e+03  1.6666666e-05  1.3902016e-07  1.0431500e+04  2.0799252e+01  2.6432823e-06  0.0000000e+00  1.2879200e-08  9.9999999e-09  1.8071109e+02  3.3559007e-07  1.2604885e-07  1.1702467e-05
  2.6970000e+04  2.1835100e+03  0.0000000e+00  1.4124587e-07  1.0431500e+04  1.2351989e+01  7.9178594e-08  8.3333328e-06  1.2879200e-08  9.9999999e-09  1.1193816e+02  3.2844966e-07  6.8597868e-08  1.1195540e-05
  2.7030000e+04  2.1835100e+03  0.0000000e+00  1.4429360e-07  1.0431500e+04  4.1666664e-05  6.4146579e-08  1.6666666e-05  1.2879200e-08  9.9999999e-09  3.8870664e-01  1.7755015e-07  7.5492436e-08  1.0516763e-07
  2.7090000e+04  2.1835100e+03  2.5527449e-05  9.8546456e-08  1.0431500e+04  2.5345633e+00  1.7360700e-08  2.4999998e-05  1.5190487e-07  9.9999999e-09  4.4128771e+01  9.6183017e-08  6.8973604e-08  1.6436719e-07
  2.7150000e+04  2.1835100e+03  1.6139215e-05  1.4784791e-07  1.0431500e+04  7.4059372e+00  3.0838637e-08  8.3333328e-06  2.6370161e-07  9.9999999e-09  8.9804568e+01  2.5254465e-07  5.4326593e-08  1.4908740e-07
  2.7210000e+04  2.1835100e+03  1.6666666e-05  1.1312861e-07  1.0431500e+04  2.9683590e+00  2.5270381e-08  1.6666666e-05  6.7278745e-07  9.9999999e-09  2.8463506e+01  1.6116252e-07  6.5313877e-08  8.0922216e-08
  2.7270000e+04  2.1835100e+03  4.9999997e-05  1.1122559e-07  1.0431500e+04  7.0152618e+00  1.5530773e-08  3.3333331e-05  1.7200909e-07  9.9999999e-09  9.0175194e+01  1.3070003e-07  5.6997700e-08  1.2214442e-07
  2.7330000e+04  2.1835100e+03  8.3333328e-06  1.5014900e-07  1.0431500e+04  1.2454544e+01  1.8981267e-08  8.3333328e-06  1.7302137e-08  9.9999999e-09  1.4428205e+02  2.6442233e-07  5.4344314e-08  1.5074410e-07
  2.7390000e+04  2.1835100e+03  8.3333328e-06  9.9786498e-08  1.0431500e+04  8.2957468e+00  2.8820363e-08  0.0000000e+00  1.2807000e-08  9.9999999e-09  5.9070801e+01  2.0760263e-07  1.1853606e-07  1.0550925e-07
  2.7450000e+04  2.1835100e+03  8.3333328e-06  9.4296228e-08  1.0431500e+04  1.4797060e+01  3.3974437e-08  3.3333331e-05  1.2807000e-08  9.9999999e-09  4.9717650e+01  9.0111933e-08  6.6953170e-08  1.8351907e-05
  2.7510000e+04  2.1835100e+03  1.6666666e-05  8.1229286e-08  1.0431500e+04  2.4213052e+01  1.8288503e-08  8.3333328e-06  1.2807000e-08  9.9999999e-09  2.2307241e+02  2.5187266e-07  4.6328253e-08  7.1497045e-08
  2.7570000e+04  2.1835100e+03  3.3333331e-05  1.0406768e-07  1.0431500e+04  2.1270289e+01  3.4867363e-08  2.4999998e-05  1.2807000e-08  9.9999999e-09  1.9919697e+02  2.8587093e-07  1.6083497e-05  7.8290090e-08
  2.7630000e+04  2.1835100e+03  0.0000000e+00  1.5440251e-05  1.0431500e+04  1.9496308e+01  1.6685793e-08  8.3333328e-06  1.2807000e-08  9.9999999e-09  1.7724045e+02  2.1963219e-07  4.9789266e-08  1.0516317e-07
  2.7690000e+04  2.1835100e+03  3.3333331e-05  1.6424977e-07  1.0431500e+04  2.4116547e+01  3.1554439e-08  1.6666666e-05  1.2807000e-08  9.9999999e-09  1.6143970e+02  2.2985380e-07  4.6110112e-08  6.9566315e-08
  2.7750000e+04  2.1835100e+03  8.3333328e-06  1.2695145e-07  1.0431500e+04  9.9017410e+00  1.5046924e-08  1.6666666e-05  1.2807000e-08  9.9999999e-09  1.7390998e+01  1.2959456e-07  4.3505641e-08  8.9499954e-08
  2.7810000e+04  2.1835100e+03  8.3333328e-06  8.0082967e-08  1.0431500e+04  9.3904641e+00  2.7529167e-08  8.3333328e-06  1.6604638e-08  9.9999999e-09  4.8617231e-01  6.6661565e-08  6.1532994e-08  8.8369977e-08
  2.7870000e+04  2.1835100e+03  0.0000000e+00  3.9655501e-08  1.0431500e+04  2.3982267e+01  4.3223050e-08  8.3333328e-06  1.5857800e-08  9.9999999e-09  5.2008493e-01  9.1778067e-08  4.3924408e-08  1.0104612e-07
  2.7930000e+04  2.1835100e+03  8.3333328e-06  1.5422170e-05  1.0431500e+04  2.3965908e+01  3.8209894e-08  0.0000000e+00  1.5857800e-08  9.9999999e-09  3.4836445e+01  6.7858878e-08  4.2191450e-08  1.3233086e-07
  2.7990000e+04  2.1835100e+03  2.4999998e-05  1.1607402e-07  1.0431500e+04  2.0891205e+01  1.1739415e-05  1.6666666e-05  1.5857800e-08  9.9999999e-09  3.8061297e-01  8.6078820e-08  4.6553752e-08  1.1841693e-07
  2.8050000e+04  2.1835100e+03  8.3364955e-06  9.6767280e-08  1.0431500e+04  1.7260964e+01  4.5273089e-08  0.0000000e+00  1.5857800e-08  9.9999999e-09  3.7969092e-01  5.3577193e-08  7.6430101e-08  1.1166704e-07
  2.8110000e+04  2.1835100e+03  2.4999998e-05  9.1644003e-08  1.0431500e+04  2.6573201e+01  4.6943979e-08  8.3333328e-06  1.5857800e-08  9.9999999e-09  2.2120953e+02  1.8756104e-07  5.1419500e-06  1.6580262e-07
  2.8170000e+04  2.1835100e+03  1.6666666e-05  1.0445945e-07  1.0431500e+04  2.6039817e+01  1.9592501e-08  0.0000000e+00  1.5857800e-08  9.9999999e-09  2.3144934e+02  2.5646767e-07  7.7923990e-08  1.0750599e-07
  2.8230000e+04  2.1835100e+03  2.4999998e-05  1.3298915e-07  1.0431500e+04  2.3640723e+01  9.5993291e-08  0.0000000e+00  1.5857800e-08  9.9999999e-09  2.2913602e+02  3.2784124e-07  6.3744357e-08  1.1983000e-07
  2.8290000e+04  2.1835100e+03  1.6666666e-05  7.3204862e-08  1.0431500e+04  2.8023878e+01  3.6149113e-08  2.4999998e-05  1.5857800e-08  9.9999999e-09  2.3738041e+02  3.3854022e-07  7.6903495e-08  1.4544557e-07
